company_id,company,industry,public_strength,hypothesis_id,question,baseline_metric,unit,observed_value,measurement_plan,formula,secondary_measurements,possible_contribution,acceptance_boundary,sources,status
lode-labs,Lode Labs,IT / Technology,The public page identifies a commercial-real-estate calculator; broader underwriting and routing scope comes from the roster.,lode-labs-h1,"Could deal inputs mix units, time periods, or omitted assumptions before a calculation is run?",Input validation failures on a fixed deal-fixture set,failures per fixture set,UNKNOWN,"Define valid synthetic fixtures and expected results; test current behavior for missing units, inconsistent periods, and signed values.",,,A deterministic input validator with an AI-assisted draft explanation that points to the exact rejected field.,"No investment, credit, or valuation recommendation; calculation definitions require owner approval.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-lode-labs | http://lodelabs.app | https://www.lodelabs.app/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
lode-labs,Lode Labs,IT / Technology,The public page identifies a commercial-real-estate calculator; broader underwriting and routing scope comes from the roster.,lode-labs-h2,Could incomplete or duplicated submissions make lead routing ambiguous?,Unresolved routing conflicts,conflicts per reviewed submission batch,UNKNOWN,Use synthetic or approved deidentified submissions and compare current routing with an owner-labeled reference.,,,A read-only duplicate and required-field checker that proposes routes with reasons and confidence gaps.,Human approves routing; do not infer creditworthiness or contact leads automatically.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-lode-labs | http://lodelabs.app | https://www.lodelabs.app/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
lode-labs,Lode Labs,IT / Technology,The public page identifies a commercial-real-estate calculator; broader underwriting and routing scope comes from the roster.,lode-labs-h3,Could changing calculator assumptions make two saved results difficult to reproduce?,Saved calculations without reconstructible versioned inputs,calculations per audit sample,UNKNOWN,"Attempt to replay a fixed sample with recorded formula version, inputs, and rounding rules.",,,"A compact calculation receipt binding input values, formula version, and deterministic output.","Receipt proves reconstruction only, not economic validity or returns.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-lode-labs | http://lodelabs.app | https://www.lodelabs.app/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
lumencore,LumenCore,IT / Technology,LumenCore organizes evidence so technical reviewers can compare a candidate with an agreed baseline and inspect the limitations.,lumencore-h1,Can a new reviewer reach the relevant source and reproduce the stated decision with fewer clarification rounds?,Time to independently reproduced decision among successful reviewer attempts,minutes/review,UNKNOWN,"Freeze all eligible reviewer attempts and cutoff. Record success, failure and unfinished status, including the reason and age; time-to-success is conditional and never substitutes for completion rate.",,"Successful independent reproduction among all eligible reviewer attempts [percent of attempts]; unknown; Failed and unfinished reviewer attempts, reported separately [attempts]; unknown","An evidence-navigation checklist records the exact source, command, expected output and unresolved question.",A successful hash check is custody evidence; independent reproduction and customer value require separate receipts. Retain every failed and unfinished review; no speed improvement claim if completion or decision correctness worsens.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-lumencore | https://lumen-core.ai/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
lumencore,LumenCore,IT / Technology,LumenCore organizes evidence so technical reviewers can compare a candidate with an agreed baseline and inspect the limitations.,lumencore-h2,Would a frozen baseline prevent package revisions from creating inconsistent performance claims?,Unsupported or mismatched claims found per review,claims/review,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,"A claim-to-source worksheet checks workload, comparator, evaluation date and exclusions before sharing.","Retain adverse results; never turn internal tests into savings, agency approval or business traction.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-lumencore | https://lumen-core.ai/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
lumencore,LumenCore,IT / Technology,LumenCore organizes evidence so technical reviewers can compare a candidate with an agreed baseline and inspect the limitations.,lumencore-h3,Which first owner-approved workload can measure whole-system energy for equivalent delivered work?,Whole-system energy per accepted useful output,Wh/accepted unit,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,"An experiment worksheet captures total energy, overhead, workload completeness and a quality threshold.","No savings claim without qualified measurements, equivalent service and uncertainty; do not add overlapping component savings.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-lumencore | https://lumen-core.ai/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
maaven,Maaven,Hospitality,Maaven presents a personalized celebration service with a visible path from inquiry through planning and delivery.,maaven-h1,Could important preferences or exclusions be scattered across early planning conversations?,Required brief fields needing later clarification,fields per approved brief,UNKNOWN,Audit existing anonymized briefs against a planner-approved checklist and count late corrections.,,,"A draft event brief that organizes provided preferences, accessibility needs, timing, and budget limits without filling unknowns.",Planner and client confirm the brief; avoid sensitive inferences or invented preferences.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-maaven | http://maaven.co | https://www.maaven.co/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
maaven,Maaven,Hospitality,Maaven presents a personalized celebration service with a visible path from inquiry through planning and delivery.,maaven-h2,Could vendor quotes be hard to compare when their inclusions and timing differ?,Time to produce an approved like-for-like quote comparison,minutes per comparison,UNKNOWN,Time current comparisons and count missing terms using the same sanitized quote set.,,,An extraction tool that places quote terms in a comparison table and links each cell to its source.,"No bookings, purchases, negotiations, or commitments; planner verifies every extracted term.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-maaven | http://maaven.co | https://www.maaven.co/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
maaven,Maaven,Hospitality,Maaven presents a personalized celebration service with a visible path from inquiry through planning and delivery.,maaven-h3,Could schedule changes fail to reach every dependent task in an event plan?,Unresolved dependent tasks after a plan revision,tasks per revision,UNKNOWN,Replay a small set of historical or synthetic changes against the existing checklist.,,,A dependency-aware checklist that flags affected tasks and drafts a revised run-of-show.,Planner owns the final schedule; tool does not message vendors or change reservations.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-maaven | http://maaven.co | https://www.maaven.co/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
margaret-ray-interiors,Margaret Ray Interiors,Professional Services,"The studio publicly emphasizes inclusive design and sensory preferences, offering a clear basis for client-centered design briefs.",margaret-ray-interiors-h1,Could room constraints and client-stated sensory preferences become difficult to trace across design revisions?,Approved brief requirements without a traceable design response,requirements per room review,UNKNOWN,Designer maps each explicit requirement to the current plan and counts missing or disputed links.,,,A requirement-to-design matrix that links client-approved preferences to drawings and proposed selections.,No medical diagnosis or treatment claims; record stated preferences without inferring a condition.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-margaret-ray-interiors | https://margaretrayinteriors.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
